Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
70	-4.214963	1.5783532	-1.0	-10.0	4.214963	-62.51725	3.927836	-52.838123	-72.48008	284000	-2.0503998e-08	0.32958087	-0.023419013	-0.23126903	nan	0.0150563745	0.07725	69.0	1509.4466559886932
71	-4.32684	1.6616682	-1.0	-12.0	4.32684	-62.894623	3.9092643	-53.218487	-72.950005	288000	4.1246413e-08	0.33123973	-0.01995753	-0.22701487	nan	0.015040077	0.07	47.0	1531.3723759651184
72	-4.2735043	1.5965986	-1.0	-11.0	4.2735043	-63.534492	3.8178039	-54.950176	-73.50583	292000	-3.004074e-08	0.27758253	-0.022526186	-0.1896602	nan	0.013569079	0.083	79.0	1553.8298289775848
73	-4.4225664	1.5841372	-1.0	-13.0	4.4225664	-63.714756	3.8688588	-54.815132	-73.87811	296000	4.4971703e-08	0.32282847	-0.014815642	-0.21511295	nan	0.015433044	0.0585	18.0	1574.963310956955
74	-4.351469	1.5700805	-1.0	-10.0	4.351469	-64.35237	3.9353313	-55.796833	-74.30924	300000	-1.9073486e-08	0.29100567	-0.02344457	-0.19822198	nan	0.013719388	0.085	79.0	1597.0261499881744
75	-4.236229	1.5120704	-1.0	-11.0	4.236229	-64.4335	3.7997203	-55.160828	-74.87964	304000	-4.482269e-08	0.2676609	-0.01761744	-0.18336618	nan	0.015019708	0.0715	43.0	1619.139496088028
76	-4.3106794	1.6125599	-1.0	-11.0	4.3106794	-64.9979	3.8276567	-55.60362	-75.185844	308000	-2.3841857e-09	0.27814433	-0.016735522	-0.18143003	nan	0.015042656	0.0715	44.0	1640.9695987701416
77	-4.286174	1.6127146	-1.0	-10.0	4.286174	-65.4657	3.8342438	-56.867493	-75.61558	312000	-1.11103056e-07	0.25806454	-0.020002408	-0.17560048	nan	0.015050428	0.07575	45.0	1662.9246308803558
78	-4.433481	1.5911022	-1.0	-10.0	4.433481	-65.77125	3.7858663	-57.18667	-76.00505	316000	2.2649765e-08	0.30476055	-0.024059415	-0.20576693	nan	0.015064134	0.079	79.0	1684.6793451309204
79	-4.436182	1.5975773	-1.0	-10.0	4.436182	-66.07853	3.821688	-57.476986	-76.41343	320000	-2.3841858e-08	0.2963123	-0.02029751	-0.19832213	nan	0.015078229	0.07075	64.0	1707.9185719490051
80	-4.280514	1.5605227	-1.0	-11.0	4.280514	-66.48481	3.7905655	-57.35053	-76.83985	324000	5.4836274e-08	0.25760812	-0.018491052	-0.16430593	nan	0.015056396	0.068	53.0	1732.0191309452057
81	-4.263326	1.6128345	-1.0	-11.0	4.263326	-66.8073	3.7845416	-58.147255	-77.14115	328000	2.2411346e-08	0.2748265	-0.018480401	-0.18571103	nan	0.0151851615	0.06575	43.0	1756.8169467449188
82	-4.36205	1.6311443	-1.0	-12.0	4.36205	-67.22999	3.7319236	-59.17895	-77.72801	332000	1.692772e-08	0.24023901	-0.017283715	-0.16256995	nan	0.01526009	0.06225	32.0	1778.823889017105
83	-4.3318872	1.6368991	-1.0	-12.0	4.3318872	-67.75664	3.7478592	-59.542355	-78.153465	336000	7.367134e-08	0.25434473	-0.019737095	-0.16434178	nan	0.015128407	0.0775	29.0	1800.8088858127594
84	-4.517514	1.629869	-1.0	-10.0	4.517514	-67.87883	3.7540762	-59.690887	-78.47745	340000	-4.9114227e-08	0.26703504	-0.021893607	-0.16802546	nan	0.0129792085	0.0785	79.0	1824.5743651390076
85	-4.4117	1.6000262	-1.0	-11.0	4.4117	-68.38765	3.6673756	-58.055313	-78.837036	344000	1.859665e-08	0.2581629	-0.019274388	-0.1694048	nan	0.012215778	0.06925	79.0	1848.6678848266602
86	-4.286174	1.5919788	-1.0	-9.0	4.286174	-68.51972	3.7145264	-59.3422	-79.1807	348000	-8.1539156e-08	0.28484198	-0.021340318	-0.1836912	nan	0.013329475	0.076	79.0	1873.2476320266724
87	-4.3420196	1.6525779	-1.0	-11.0	4.3420196	-69.02889	3.713602	-60.42947	-79.54762	352000	-2.6464463e-08	0.24679263	-0.016766863	-0.15989476	nan	0.01513552	0.072	23.0	1896.9638168811798
88	-4.3383946	1.6755291	-1.0	-10.0	4.3383946	-69.410866	3.5771122	-61.17271	-80.02032	356000	-4.863739e-08	0.23815729	-0.020445118	-0.15023324	nan	0.013823931	0.07175	79.0	1921.7605159282684
89	-4.452116	1.6212815	-1.0	-9.0	4.452116	-69.76341	3.6237342	-61.985462	-80.32902	360000	-1.26361845e-08	0.22966614	-0.019467462	-0.15090321	nan	0.015038086	0.07475	35.0	1945.386610031128
90	-4.4438267	1.6365926	-1.0	-10.0	4.4438267	-70.01527	3.7343588	-62.05119	-80.66293	364000	-3.4809112e-08	0.23480032	-0.019840397	-0.14588827	nan	0.015021753	0.07575	51.0	1969.9653289318085
91	-4.32684	1.5802126	-1.0	-12.0	4.32684	-70.27627	3.6051717	-61.77877	-81.08831	368000	-1.7166137e-08	0.21980205	-0.02006169	-0.14073056	nan	0.015010917	0.077	57.0	1994.570354938507
92	-4.3336945	1.6625445	-1.0	-10.0	4.3336945	-70.680435	3.6532142	-62.33021	-81.17158	372000	4.196167e-08	0.22460192	-0.021695824	-0.13719729	nan	0.011565784	0.08	79.0	2018.9307911396027
93	-4.4052863	1.6314821	-1.0	-10.0	4.4052863	-70.91794	3.5866501	-63.07306	-81.6627	376000	-3.6239623e-08	0.23068562	-0.01810712	-0.1491299	nan	0.015007684	0.074	54.0	2042.7299768924713
94	-4.3315277	1.6544868	-1.0	-10.0	4.3315277	-71.348404	3.549061	-63.795994	-81.9857	380000	-3.552437e-08	0.2156092	-0.021420479	-0.14109457	nan	0.01506037	0.08025	75.0	2066.9407091140747
95	-4.506201	1.6227373	-1.0	-10.0	4.506201	-71.50744	3.6118152	-63.579155	-82.22839	384000	-1.5735626e-08	0.21136038	-0.021062894	-0.13704923	nan	0.015056017	0.07725	52.0	2090.7612709999084
96	-4.383772	1.6221061	-1.0	-11.0	4.383772	-72.048485	3.6085634	-62.098618	-82.680534	388000	8.106232e-09	0.24243765	-0.019791974	-0.15630165	nan	0.013733886	0.069	79.0	2114.900985956192
97	-4.30819	1.6194726	-1.0	-12.0	4.30819	-72.0345	3.5999577	-64.223076	-82.93572	392000	2.9087067e-08	0.24433917	-0.019311234	-0.15298653	nan	0.015025747	0.06525	54.0	2139.0732519626617
98	-4.3329716	1.6600375	-1.0	-10.0	4.3329716	-72.4487	3.529555	-64.32111	-83.23149	396000	4.649162e-08	0.20833224	-0.021688953	-0.13127293	nan	0.015008805	0.08675	66.0	2163.248780965805
99	-4.3471165	1.6859756	-1.0	-10.0	4.3471165	-72.90588	3.4485598	-64.23755	-83.55919	400000	-9.36985e-08	0.24336427	-0.0166113	-0.15860337	nan	0.015071226	0.06725	30.0	2186.896829843521
100	-4.3960395	1.6240172	-1.0	-11.0	4.3960395	-73.1531	3.4002354	-62.99323	-83.72156	404000	6.043911e-08	0.26470736	-0.018985294	-0.15585877	nan	0.014210724	0.08375	79.0	2211.0895779132843
101	-4.451002	1.5963295	-1.0	-9.0	4.451002	-73.46469	3.530934	-65.262955	-83.904785	408000	2.2649765e-08	0.22887708	-0.017438237	-0.1544421	nan	0.015043222	0.0785	42.0	2234.4734120368958
102	-4.3060346	1.5794636	-1.0	-9.0	4.3060346	-73.62756	3.3985848	-63.806423	-84.25988	412000	5.0783157e-08	0.21230797	-0.015255423	-0.13439554	nan	0.015042289	0.063	30.0	2258.3896617889404
103	-4.3106794	1.6502507	-1.0	-9.0	4.3106794	-74.01153	3.4464684	-63.817425	-84.4386	416000	-4.9114227e-08	0.24932969	-0.01737632	-0.14516294	nan	0.012523893	0.08	79.0	2283.959532022476
104	-4.3336945	1.6336195	-1.0	-10.0	4.3336945	-74.36707	3.3401778	-62.56142	-84.79722	420000	2.7179718e-08	0.22142829	-0.018086078	-0.13243744	nan	0.015088653	0.07725	64.0	2307.8344638347626
105	-4.3540306	1.6646852	-1.0	-10.0	4.3540306	-74.636795	3.347655	-63.54008	-84.81747	424000	3.9100648e-08	0.25810707	-0.019502912	-0.15828751	nan	0.015073934	0.08575	76.0	2332.1881308555603
106	-4.4792833	1.6023731	-1.0	-10.0	4.4792833	-74.846344	3.4348228	-64.82006	-85.18775	428000	2.861023e-09	0.34897807	-0.012238908	-0.23088692	nan	0.015076375	0.0725	27.0	2354.053508043289
107	-4.3304443	1.5696936	-1.0	-10.0	4.3304443	-75.22826	3.2400548	-66.39006	-85.492355	432000	2.3841857e-09	0.17295079	-0.016259339	-0.10534049	nan	0.015103212	0.0645	38.0	2380.178731918335
108	-4.351852	1.628769	-1.0	-10.0	4.351852	-75.35204	3.3323057	-67.95854	-85.60987	436000	-4.4465065e-08	0.2587039	-0.021282997	-0.15956855	nan	0.011283715	0.082	79.0	2404.7725219726562
109	-4.3874865	1.6473434	-1.0	-11.0	4.3874865	-75.65819	3.2768376	-64.23641	-85.91077	440000	-6.0796737e-09	0.2658247	-0.012542482	-0.16119707	nan	0.015143069	0.06375	28.0	2427.194137096405
110	-4.327922	1.653947	-1.0	-10.0	4.327922	-76.109604	3.2363079	-64.86719	-86.20887	444000	2.360344e-08	0.20688112	-0.01898093	-0.1338254	nan	0.015109622	0.0785	47.0	2449.6233279705048
111	-4.470917	1.6489248	-1.0	-11.0	4.470917	-76.21097	3.1442018	-65.76779	-86.35457	448000	-1.26361845e-08	0.32476208	-0.014723358	-0.19314143	nan	0.015137672	0.08075	21.0	2470.665044784546
112	-4.457079	1.6297805	-1.0	-10.0	4.457079	-76.53603	3.2818296	-67.380394	-86.47547	452000	-4.148483e-08	0.24452658	-0.016793102	-0.16079372	nan	0.015283163	0.082	72.0	2492.3887519836426
113	-4.3304443	1.5902652	-1.0	-11.0	4.3304443	-76.75727	3.1243927	-67.98371	-86.795525	456000	3.9100648e-08	0.23029701	-0.014586437	-0.1286737	nan	0.015309346	0.0655	24.0	2513.978397130966
114	-4.359869	1.6561716	-1.0	-12.0	4.359869	-77.13747	3.2058659	-69.20284	-86.83317	460000	1.34706495e-08	0.19441251	-0.01993994	-0.111355476	nan	0.015000305	0.07375	58.0	2535.857707977295
115	-4.39934	1.6729386	-1.0	-10.0	4.39934	-77.29525	3.040598	-69.13592	-87.223045	464000	5.9604646e-09	0.1818365	-0.021028245	-0.10770814	nan	0.015023968	0.07575	61.0	2557.771288871765
116	-4.385965	1.6523974	-1.0	-10.0	4.385965	-77.647316	3.0838373	-69.71627	-87.32139	468000	-1.0967255e-08	0.1777828	-0.015856126	-0.10273963	nan	0.015091203	0.07375	28.0	2579.1565990448
117	-4.5079007	1.6228632	-1.0	-11.0	4.5079007	-77.6553	3.0797653	-68.70675	-87.56748	472000	3.242493e-08	0.22866055	-0.018523976	-0.15285867	nan	0.015119227	0.0805	70.0	2600.6141040325165
118	-4.3562093	1.6157314	-1.0	-10.0	4.3562093	-78.07631	2.9979362	-71.01131	-87.74039	476000	-1.1622905e-08	0.1694404	-0.018650722	-0.09925407	nan	0.01524883	0.06625	35.0	2622.251410007477
119	-4.324324	1.6618786	-1.0	-13.0	4.324324	-78.21558	3.08213	-70.095795	-87.81755	480000	4.7922136e-08	0.25616118	-0.019150494	-0.15046392	nan	0.0150219705	0.08175	62.0	2644.304347038269
