Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
56	-36.712963	12.275429	-11.0	-75.0	36.712963	-99.82902	0.22205481	-87.99427	-99.835045	228000	8.5830685e-09	0.050843213	-0.013158899	-0.04819332	nan	-0.015055388	0.438	79.0	1330.9375128746033
57	-36.648148	11.414185	-13.0	-78.0	36.648148	-99.86509	0.02666509	-98.47891	-99.86641	232000	-4.7683717e-08	0.001549163	-0.041567415	-0.001137055	nan	0.015877912	0.501	20.0	1353.0735337734222
58	-35.401787	10.826934	-13.0	-66.0	35.401787	-99.83789	2.4286916	41.553688	-99.89176	236000	7.152557e-09	5.9052854	-0.0069546746	-5.8998437	nan	-0.10297547	0.29225	79.0	1378.4424958229065
59	-34.034187	10.786135	-13.0	-64.0	34.034187	-99.9119	0.031167677	-98.30833	-99.91359	240000	2.6464463e-08	0.0018338044	-0.02547253	-0.0007676971	nan	0.0167142	0.22775	12.0	1404.0556569099426
60	-36.75926	12.295641	-5.0	-66.0	36.75926	-99.92011	0.33416423	-79.012794	-99.926544	244000	-5.2452087e-09	0.112169996	-0.0068221996	-0.11064388	nan	-0.049675938	0.236	79.0	1434.3540787696838
61	-34.773914	9.424354	-15.0	-62.0	34.773914	-99.92744	0.48716035	-77.240364	-99.941055	248000	-3.5762786e-09	0.23790725	-0.009342115	-0.2353496	nan	-0.11518243	0.346	79.0	1465.3546488285065
62	-35.309734	10.548733	-11.0	-65.0	35.309734	-99.937355	0.8592247	-45.7469	-99.95315	252000	-9.059906e-09	0.7390588	-0.005865979	-0.7325326	nan	-0.091489255	0.25075	79.0	1496.8056228160858
63	-34.85965	11.581804	-12.0	-65.0	34.85965	-99.96191	0.05056534	-96.783485	-99.96306	256000	9.775162e-09	0.0026337407	-0.010344244	-0.0018610747	nan	-0.019906288	0.4655	79.0	1527.1536898612976
64	-31.967741	10.192451	-12.0	-66.0	31.967741	-99.96905	0.028017439	-98.29418	-99.969925	260000	2.2888184e-08	0.0008281627	-0.01434576	-0.000566905	nan	-0.02881495	0.5285	79.0	1558.933052778244
65	-32.333332	11.020799	-11.0	-60.0	32.333332	-99.942154	2.0215282	27.888334	-99.97523	264000	1.34706495e-08	4.0882654	-0.0051410333	-4.084779	nan	-0.09709242	0.25725	79.0	1591.210499048233
66	-33.466103	11.124627	-13.0	-89.0	33.466103	-99.95603	1.4897752	-5.7736464	-99.98094	268000	4.529953e-09	2.220346	-0.005294892	-2.2179933	nan	-0.104109116	0.3065	79.0	1622.22656583786
67	-33.64407	11.695664	-11.0	-75.0	33.64407	-99.98079	0.15406086	-90.66942	-99.98433	272000	1.7166137e-08	0.02377214	-0.007332254	-0.02234913	nan	-0.1095012	0.36075	79.0	1653.4269790649414
